_input_part_number,_status,_error,KeyValuePairs
4089500-901,ok_ata,,"Part No.: 4089500-901 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 777-300, 777-200F, 777-200, 777-200LR, 777-300ER, 777-200ER | Description: MODULE ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b777/aircraft-systems-31/4089500-901/"
1FA14012-8,ok_ata,,"Part No.: 1FA14012-8 | ATA Groups: POWER PLANT | Boeing Applicability: BBJ 737-800, 737-700C, 737-900, 737-800, 737-900ER, BBJ 737-700, 737-700, 737-600 | Description: ACTUATOR | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b737ng/power-plant-78/1fa14012-8/"
1622M28G07,ok_ata,,Part No.: 1622M28G07 | ATA Groups: Power Plant | Boeing Applicability: N/A | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/general-electric-cf6/power-plant-72/1622m28g07/
50S107,ok_component_fallback,,Part No.: 50S107 | Manufacturer: Pratt And Whitney | Part Type: Blade | QTY: Available | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/rfq/pratt-and-whitney/50s107/
50S305,ok_component_fallback,,Part No.: 50S305 | Manufacturer: Pratt And Whitney | Part Type: Blade | QTY: Available | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/rfq/pratt-and-whitney/50s305/
725Z3030-5015,no_table_ata_or_component,,
725Z3040-5015,no_table_ata_or_component,,
EEC2000-07BX,no_table_ata_or_component,,
FMU702-03,no_table_ata_or_component,,
2235300-31,ok_ata,,"Part No.: 2235300-31 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: BBJ 737-800, 737-900ER, 737-700C, 737-600, 737-700, 737-900, 737-800, BBJ 737-700 | Description: DATA LOADER | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b737ng/aircraft-systems-34/2235300-31/"
23E59-9,ok_ata,,"Part No.: 23E59-9 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 747-400F, 767-300BCF, 747-400ERF, 747-400PC, 767-200SF, 767-300EREM, 767-300F, 767-300ER, 767-200ERT, 767-200EREM, 767-200ER, 767-200ERSF, 767-300, 747-400, 767-400ER | Description: VALVE ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b747-400/aircraft-systems-24/23e59-9/"
2-1577-9,ok_component_fallback,,"Part No.: 2-1577-9 | Manufacturer: Messier-Goodrich | Part Type: Brake Assembly | QTY: Available | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/rfq/messier-goodrich/2-1577-9/
---
Part No.: 2-1577-9 | Manufacturer: Goodrich Wheel And Brake | Part Type: Brake: Assembly | QTY: Available | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/rfq/goodrich-wheel-and-brake/2-1577-9/"
5000C5029,ok_ata,,Part No.: 5000C5029 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: N/A | Description: ELECTRICAL LOAD SENSING | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/aircraft-systems-27/5000c5029/
810215-3,ok_ata,,"Part No.: 810215-3 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 777-200LR, 777-200ER, 777-300ER, 777-300, 777-200F, 777-200 | Description: VALVE ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b777/aircraft-systems-21/810215-3/"
338-007-203-0,ok_ata,,Part No.: 338-007-203-0 | ATA Groups: Power Plant | Boeing Applicability: N/A | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/cfm-international-cfm56/power-plant-72/338-007-203-0/
51N505,ok_component_fallback,,Part No.: 51N505 | Manufacturer: Pratt And Whitney | Part Type: Hub | QTY: Available | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/rfq/pratt-and-whitney/51n505/
1380M71G23,ok_component_fallback,,Part No.: 1380M71G23 | Manufacturer: General Electric | Part Type: Nozzle | QTY: Available | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/rfq/general-electric/1380m71g23/
FW12309,ok_ata,,"Part No.: FW12309 | ATA Groups: POWER PLANT | Boeing Applicability: 757-300, 757-200PC, 757-200PF, 757-200PCF, 757-200, 757-200EM | Description: BLADE ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b757/power-plant-72/fw12309/"
50N521,ok_component_fallback,,Part No.: 50N521 | Manufacturer: Pratt And Whitney | Part Type: Seal | QTY: Available | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/rfq/pratt-and-whitney/50n521/
19000-200-403,ok_ata,,"Part No.: 19000-200-403 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: N/A | Description: SENSOR , INTERMEDIATE LEVEL | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/embraer-erj190/aircraft-systems-38/19000-200-403/
---
Part No.: 19000-200-403 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: N/A | Description: SENSOR , INTERMEDIATE LEVEL | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/embraer-erj170/aircraft-systems-38/19000-200-403/"
277D1476-513,no_table_ata_or_component,,
142-123,ok_ata,,"Part No.: 142-123 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 777-200LR, 777-200F, 777-200, 777-200ER, 777-300ER, 777-300 | Description: UNIT ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b777/aircraft-systems-32/142-123/"
775550-7,ok_ata,,"Part No.: 775550-7 | ATA Groups: POWER PLANT | Boeing Applicability: 747-400, 747-400F, 767-200EREM, 767-200ERT, 767-300, 767-200SF, 767-400ER, 767-300ER, 767-300EREM, 767-200, 767-300F, 767-300BCF, 747-400ERF, 767-200ERSF, 767-200ER, 747-400PC | Description: STARTER ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b747-400/power-plant-80/775550-7/"
C12349AD03,ok_ata,,"Part No.: C12349AD03 | ATA Groups: AIRCRAFT GENERAL | Boeing Applicability: 777-200, 767-200ERT, 767-200ER, 777-300, 777-200LR, 777-200F, 767-400ER, 767-300BCF, 767-300EREM, 767-300F, 767-300ER, 777-200ER, 767-300, 777-300ER | Description: PRINTER | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b777/aircraft-general-11/c12349ad03/
---
Part No.: C12349AD03 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 777-200, 767-200ERT, 767-200ER, 777-300, 777-200LR, 777-200F, 767-400ER, 767-300BCF, 767-300EREM, 767-300F, 767-300ER, 777-200ER, 767-300, 777-300ER | Description: PRINTER | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b777/aircraft-systems-31/c12349ad03/
---
Part No.: C12349AD03 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 777-200, 767-200ERT, 767-200ER, 777-300, 777-200LR, 777-200F, 767-400ER, 767-300BCF, 767-300EREM, 767-300F, 767-300ER, 777-200ER, 767-300, 777-300ER | Description: PRINTER | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b777/aircraft-systems-23/c12349ad03/"
7101-10,ok_component_fallback,,Part No.: 7101-10 | Manufacturer: Meggitt Safety Syste | Part Type: Detector | QTY: Available | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/rfq/meggitt-safety-syste/7101-10/
RCF6708,ok_ata,,Part No.: RCF6708 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: N/A | Description: REGULATOR TRANSMITTER-PRESSURE | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/aircraft-systems-35/rcf6708/
066-50008-0406,ok_ata,,"Part No.: 066-50008-0406 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 737-900ER, 767-200EM, 777-300, 757-200, 737-400SF, 737-800, MD-11F, 747-400F, 777-200F, 717-200, 767-200EREM, 737-300SF, 757-200PC, 767-300F, 737-500, MD-90-30, 737-400, BBJ 737-800, 767-200ERT, 767-300EREM, 737-300QC, 757-300EM, 767-200, 747-400ERF, 767-300ER, 737-700, 767-300, 767-400ER, 767-200ERSF, 737-300F, 737-300, 747-400, 737-600, 767-200SF, 757-200EM, 767-300BCF, 757-300, 737-900, 777-200, 777-200ER, 737-700C, 777-200LR, 757-200PCF, 757-200PF, 767-200ER, 747-400PC, 777-300ER, BBJ 737-700 | Description: TRANSCEIVER ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b737-classic/aircraft-systems-34/066-50008-0406/
---
Part No.: 066-50008-0406 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 747-400F, 777-300ER, BBJ 737-700, 777-300, 757-200, 737-900ER, 737-400SF, MD-11F, C-40B, 777-200F, 737-300SF, 767-200EREM, 757-200PC, 717-200, 767-200ERT, 737-400, BBJ 737-800, MD-90-30, 737-500, 767-300F, 767-300EREM, 737-300QC, C-40C, 747-400ERF, 767-200ERSF, 767-400ER, 747-400, 737 AEW&C, 737-300, 737-300F, 767-300, 757-300EM, 767-300ER, 767-200, 737-700, 767-200SF, 737-900, 757-300, 767-300BCF, 757-200EM, 737-600, 777-200, 777-200ER, C-32, 737-700C, 777-200LR, 757-200PCF, 767-200EM, 757-200PF, 747-400PC, 767-200ER, 737-800 | Description: TRANSCEIVER ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b777/aircraft-systems-34/066-50008-0406/
---
Part No.: 066-50008-0406 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 737-900ER, 767-200EM, 777-300, 757-200, 737-400SF, 737-800, MD-11F, 747-400F, 777-200F, 717-200, 767-200EREM, 737-300SF, 757-200PC, 767-300F, 737-500, MD-90-30, 737-400, BBJ 737-800, 767-200ERT, 767-300EREM, 737-300QC, 757-300EM, 767-200, 747-400ERF, 767-300ER, 737-700, 767-300, 767-400ER, 767-200ERSF, 737-300F, 737-300, 747-400, 737-600, 767-200SF, 757-200EM, 767-300BCF, 757-300, 737-900, 777-200, 777-200ER, 737-700C, 777-200LR, 757-200PCF, 757-200PF, 767-200ER, 747-400PC, 777-300ER, BBJ 737-700 | Description: TRANSCEIVER ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b757/aircraft-systems-34/066-50008-0406/
---
Part No.: 066-50008-0406 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 737-900ER, 767-200EM, 777-300, 757-200, 737-400SF, 737-800, MD-11F, 747-400F, 777-200F, 717-200, 767-200EREM, 737-300SF, 757-200PC, 767-300F, 737-500, MD-90-30, 737-400, BBJ 737-800, 767-200ERT, 767-300EREM, 737-300QC, 757-300EM, 767-200, 747-400ERF, 767-300ER, 737-700, 767-300, 767-400ER, 767-200ERSF, 737-300F, 737-300, 747-400, 737-600, 767-200SF, 757-200EM, 767-300BCF, 757-300, 737-900, 777-200, 777-200ER, 737-700C, 777-200LR, 757-200PCF, 757-200PF, 767-200ER, 747-400PC, 777-300ER, BBJ 737-700 | Description: TRANSCEIVER ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b737ng/aircraft-systems-34/066-50008-0406/
---
Part No.: 066-50008-0406 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 737-900ER, 767-200EM, 777-300, 757-200, 737-400SF, 737-800, MD-11F, 747-400F, 777-200F, 717-200, 767-200EREM, 737-300SF, 757-200PC, 767-300F, 737-500, MD-90-30, 737-400, BBJ 737-800, 767-200ERT, 767-300EREM, 737-300QC, 757-300EM, 767-200, 747-400ERF, 767-300ER, 737-700, 767-300, 767-400ER, 767-200ERSF, 737-300F, 737-300, 747-400, 737-600, 767-200SF, 757-200EM, 767-300BCF, 757-300, 737-900, 777-200, 777-200ER, 737-700C, 777-200LR, 757-200PCF, 757-200PF, 767-200ER, 747-400PC, 777-300ER, BBJ 737-700 | Description: TRANSCEIVER ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b747-400/aircraft-systems-34/066-50008-0406/"
LC200-08C,ok_ata,,"Part No.: LC200-08C | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 747-8, 737 MAX 7, 737-700C, 767-300ER, 737-800, 777-300ER, 737-900ER, 737-600, 767-300, 737 MAX 8, 777-300, 777-200LR, 767-300EREM, 737-900, 747-400, 777-200, 777-200ER, BBJ 737-700, 767-300BCF, 747-400PC, 777-200F, 767-200ER, BBJ 737-800, 767-200ERT, 737-700, 737 MAX 9, 767-400ER | Description: CAP | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b747-400/aircraft-systems-30/lc200-08c/
---
Part No.: LC200-08C | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 747-8, 737 MAX 7, 737-700C, 767-300ER, 737-800, 777-300ER, 737-900ER, 737-600, 767-300, 737 MAX 8, 777-300, 777-200LR, 767-300EREM, 737-900, 747-400, 777-200, 777-200ER, BBJ 737-700, 767-300BCF, 747-400PC, 777-200F, 767-200ER, BBJ 737-800, 767-200ERT, 737-700, 737 MAX 9, 767-400ER | Description: CAP | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b747-8/aircraft-systems-30/lc200-08c/
---
Part No.: LC200-08C | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 747-8, 737 MAX 7, 737-700C, 767-300ER, 737-800, 777-300ER, 737-900ER, 737-600, 767-300, 737 MAX 8, 777-300, 777-200LR, 767-300EREM, 737-900, 747-400, 777-200, 777-200ER, BBJ 737-700, 767-300BCF, 747-400PC, 777-200F, 767-200ER, BBJ 737-800, 767-200ERT, 737-700, 737 MAX 9, 767-400ER | Description: CAP | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b747-400/aircraft-systems-38/lc200-08c/
---
Part No.: LC200-08C | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 747-8, 737 MAX 7, 737-700C, 767-300ER, 737-800, 777-300ER, 737-900ER, 737-600, 767-300, 737 MAX 8, 777-300, 777-200LR, 767-300EREM, 737-900, 747-400, 777-200, 777-200ER, BBJ 737-700, 767-300BCF, 747-400PC, 777-200F, 767-200ER, BBJ 737-800, 767-200ERT, 737-700, 737 MAX 9, 767-400ER | Description: CAP | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b747-8/aircraft-systems-38/lc200-08c/
---
Part No.: LC200-08C | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 737-700C, 737 AEW&C, 747-8, P-8, 777-300ER, 737-800, 767-300ER, 737 MAX 8, 737-600, 777-300, 737-900ER, 777-200LR, 767-300, C-40C, 767-300EREM, 737-900, 747-400, 777-200, BBJ 737-700, 777-200ER, 747-400PC, 767-300BCF, BBJ 737-800, 777-200F, 767-200ER, C-40B, 767-200ERT, 737-700, 737 MAX 9, 737 MAX 7, 767-400ER | Description: CAP | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b777/aircraft-systems-30/lc200-08c/
---
Part No.: LC200-08C | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 747-8, 737 MAX 7, 737-700C, 767-300ER, 737-800, 777-300ER, 737-900ER, 737-600, 767-300, 737 MAX 8, 777-300, 777-200LR, 767-300EREM, 737-900, 747-400, 777-200, 777-200ER, BBJ 737-700, 767-300BCF, 747-400PC, 777-200F, 767-200ER, BBJ 737-800, 767-200ERT, 737-700, 737 MAX 9, 767-400ER | Description: CAP | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b737ng/aircraft-systems-38/lc200-08c/
---
Part No.: LC200-08C | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 747-8, 737 MAX 7, 737-700C, 767-300ER, 737-800, 777-300ER, 737-900ER, 737-600, 767-300, 737 MAX 8, 777-300, 777-200LR, 767-300EREM, 737-900, 747-400, 777-200, 777-200ER, BBJ 737-700, 767-300BCF, 747-400PC, 777-200F, 767-200ER, BBJ 737-800, 767-200ERT, 737-700, 737 MAX 9, 767-400ER | Description: CAP | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b737ng/aircraft-systems-30/lc200-08c/
---
Part No.: LC200-08C | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 737-700C, 737 AEW&C, 747-8, P-8, 777-300ER, 737-800, 767-300ER, 737 MAX 8, 737-600, 777-300, 737-900ER, 777-200LR, 767-300, C-40C, 767-300EREM, 737-900, 747-400, 777-200, BBJ 737-700, 777-200ER, 747-400PC, 767-300BCF, BBJ 737-800, 777-200F, 767-200ER, C-40B, 767-200ERT, 737-700, 737 MAX 9, 737 MAX 7, 767-400ER | Description: CAP | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b777/aircraft-systems-38/lc200-08c/"
P256G04,ok_ata,,"Part No.: P256G04 | ATA Groups: POWER PLANT | Boeing Applicability: BBJ 737-800, 737-400, 737-300F, 737-900ER, 737-800, 737-700, 737-300, 737-500, BBJ 737-700, 737-400SF, 737-300SF, 737-900, 737-300QC, 737-600, 737-700C | Description: VANE SECTOR | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b737ng/power-plant-72/p256g04/
---
Part No.: P256G04 | ATA Groups: POWER PLANT | Boeing Applicability: BBJ 737-800, 737-400, 737-300F, 737-900ER, 737-800, 737-700, 737-300, 737-500, BBJ 737-700, 737-400SF, 737-300SF, 737-900, 737-300QC, 737-600, 737-700C | Description: VANE SECTOR | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b737-classic/power-plant-72/p256g04/"
787A100-2,no_table_ata_or_component,,
066-50013-0202,ok_ata,,Part No.: 066-50013-0202 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: N/A | Description: INTERROGATOR-DME | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/aircraft-systems-34/066-50013-0202/
642-1000-505,ok_ata,,Part No.: 642-1000-505 | ATA Groups: POWER PLANT | Boeing Applicability: N/A | Description: COWL ASSY-AIR INLET | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/power-plant-71/642-1000-505/
10377T02Y00,ok_ata,,"Part No.: 10377T02Y00 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 777-200ER, 777-200, 777-300, 777-300ER, 777-200LR, 777-200F | Description: TRANSMITTER | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b777/aircraft-systems-29/10377t02y00/"
2032M95G10,ok_ata,,"Part No.: 2032M95G10 | ATA Groups: POWER PLANT | Boeing Applicability: 767-200EREM, 747-400, 747-400ERF, 747-400PC, 767-300, 767-300BCF, 767-200SF, 767-200ERSF, 767-200ER, 767-300EREM, 767-300F, 767-300ER, 747-400F, 767-200ERT, 767-400ER | Description: LUG ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b747-400/power-plant-72/2032m95g10/"
